,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,-0.08857806,-2.1992574,0.51886404,-1.3739095,-1.3690885,-1.5593812,-1.9555289,1.7143321,2.3361962,-1.000608,-2.4844422,2.048937,-0.13673095,-0.31919673,-1.6145835,0.6610264,-1.0004708,-1.2336975,-2.5643432,1.1865835,-1.7884902,-0.7512085,-1.6862823,-1.1893337,-0.07013107,4.306252,0.27483824,-3.067463,-1.622032,0.14897618,-3.9968014,-0.5932302,-0.7555858,1.2504604,-2.4721744,2.4359577,-0.8115107,2.2010705,-0.9293968,-0.30643156,1.7655443,-0.22187173,1.2512325,-0.83882636,-0.6482934,2.326329,0.24108969,-1.665673,-1.6832085,1.5954094,-1.5509692,-1.85673,-1.450037,-2.7954535,-1.7053152,0.5400831,-3.787926,-2.3525755,-1.0056963,1.7912532,-3.2851143,-1.3240007,-3.263098,1.6454436,0.16819195,-0.66270244,-2.0909388,-2.0004888,0.49719626,3.2363462,1.4019136,0.16805063,0.86879086,0.45051783,0.15206198,-0.39955246,-0.34542978,-0.66426414,-0.40928906,-1.4763441,-0.64973044,1.362461,2.4695601,1.4657972,1.5003275,0.6425666,-0.03214664,-2.4518847,-0.38698813,-0.21301414,-3.6638243,-2.3004925,-1.4937752,-0.0969131,-4.106258,-1.1084368,-1.337312,-1.1216226,-2.4928172,-0.29371256,0.60937536,-2.257495,-1.1907307,1.8263707,-1.3714254,1.3036505,-1.2122134,0.031596832,0.029086113,-1.2661546,-2.241349,1.6677694,1.3817091,-1.5237368,-1.4714141,-1.9270525,-1.6736676,0.46581092,0.58580047,-3.145211,3.0856793,0.65742505,1.0271022,0.02809635,0.7242686,0.10594498,-1.1558108,-1.5661339
1,2.06078,-2.0045533,2.9207964,-2.2641807,0.3912098,-2.0943222,0.49510986,-4.3256006,-2.1728303,0.02450578,0.9472284,-2.8552554,-0.8308005,3.1100268,0.5003613,1.7932158,0.69430506,-1.552462,0.8322389,-0.4377444,-0.47869167,0.9840907,-3.6103172,-1.2234623,-3.58596,-2.3534498,-3.2358458,-1.4781241,-2.7247198,2.1135721,1.1283929,-1.900388,5.802142,1.3171786,-0.67075425,-0.9415916,-1.2873846,-2.343914,-2.0140543,0.18148766,-0.33932278,-0.5897163,2.0817847,0.29479942,3.4469323,-2.789068,-0.712771,-2.2753525,-0.887207,2.5851948,-2.5756757,-0.05468,-2.2474864,0.7680051,-0.62242377,3.7572782,-1.8801053,-0.93115836,-1.1086397,-2.3486304,2.157586,1.8665026,-2.372031,0.96060467,1.7143072,1.3563592,-1.8343965,-1.873884,-0.7038895,-0.75811094,-2.391138,1.1748176,-0.0264045,0.36856526,0.046438497,-2.0342922,0.7942224,1.6798674,0.4306949,-3.8082545,-0.023425138,-1.3568459,-1.678802,-0.5722996,-1.6138804,0.29077306,1.5267898,-2.3821888,0.90909374,0.36023957,-1.7902194,-0.5473279,-2.483645,5.1451635,-0.4667682,0.4974045,1.6975571,6.5699263,1.9401317,1.9883467,-0.14325672,0.3419705,-1.0277667,-2.2145183,0.24301979,0.011802266,0.44989038,1.3142922,-1.9273679,2.9258785,-2.5014184,0.3504964,2.5779035,-1.8394948,-1.0687952,2.9967344,-0.2828062,-2.9302843,0.13473114,-0.89788276,-1.2236073,0.15767124,-1.6183767,1.931952,-1.8219779,0.4900556,-0.09645139,-0.07106922
2,-0.11802997,-2.894878,-0.9237609,-3.7063117,-1.069894,-2.2674034,-2.7997139,-5.484788,-2.2626095,-2.0631866,-6.8594155,-4.041415,-1.5476148,2.4122286,1.5797396,-4.0627213,3.136501,-2.1420932,4.1799254,-4.5409346,-4.700728,-4.578585,-8.009618,-4.644967,-1.7494599,3.581445,-2.515768,-7.580055,-3.0778728,-0.2342107,3.4014318,-6.4432817,2.444691,-0.12484025,-1.7951955,-1.8961204,0.27493978,-1.1277391,-1.7942946,-3.3936331,-2.55368,-1.388112,-2.070189,-5.675624,1.2988349,-3.4350996,-0.18208785,2.396494,-7.060227,0.09617112,-5.3440084,0.11713819,-5.9585767,-1.3187554,-3.3763766,1.3179289,-4.61351,-3.5183823,1.0203471,0.4566807,-3.2095377,0.40730327,-2.2791395,0.4251435,-2.9092002,-4.2271757,-2.1459687,-4.3195724,1.3736833,-2.4222512,-3.6155047,-1.9092984,-3.6269438,-2.9558017,-3.6174712,-3.753398,-5.767197,-2.1249254,1.1811265,-4.4814067,0.13773003,-0.88356286,-2.6714325,-3.1544406,-5.8605056,1.7906744,0.5847415,0.6641051,4.27514,-1.9680787,-7.8071504,-0.88925993,-7.868622,1.1194801,-0.15315984,-0.40337715,-3.7472055,10.3907795,-3.0104194,-0.07214896,-0.69974416,-1.6018409,-0.07115738,-1.0653174,-5.7599845,-3.0972815,-1.3296897,-3.380796,-2.353253,-2.553607,-1.7949222,0.37785763,-1.1349267,-4.9602213,-2.187469,-4.552574,0.42168504,-2.5804265,0.4440541,-4.207766,-2.6895828,0.5779864,1.6845994,-2.7495258,-2.8416977,5.426048,0.4289582,-2.17784
3,2.7321362,-1.8574828,1.1294842,-4.8191094,-0.036074318,-1.8730531,1.3541545,-5.0240164,-0.915694,0.15665145,-1.960474,-3.6491756,-0.9673972,2.3500445,2.0691986,-1.0240362,0.33514044,-2.5297308,0.56289196,0.22949973,-0.4321977,0.7095743,-3.422529,2.3817892,-3.1248631,0.056352586,-2.5733202,-1.5310569,-2.5283234,4.0627394,0.10448972,-2.9705622,3.211099,1.7710372,-0.81038994,-2.1092231,-3.280438,1.6883234,-3.7117682,0.18333597,-0.10778015,-2.7419746,0.7034014,1.2368197,-0.9069371,-1.0693234,-0.41672158,-1.6371689,-3.0945485,2.5882292,-2.0392215,-0.15631022,-4.290384,-1.5730947,-3.0352447,3.3022485,-1.0106406,0.66040546,-0.43638086,-0.3029296,-0.13291165,-2.2533824,-2.5244868,1.6229633,-0.09443608,1.398544,-3.4343612,-1.3200536,-0.94032687,0.5999023,-2.2204823,-1.5975786,0.9708261,-1.0768309,-0.98951644,-2.3276963,-2.582075,1.2734059,-2.2172432,-3.6439054,-0.90826464,0.99594533,0.5308051,0.5216844,-1.1274945,0.66003525,1.0837966,0.6488331,0.32175067,-0.15158232,-3.1046846,-0.8298863,-0.71005505,2.196972,-1.6852771,-1.2139108,2.0260825,6.170602,-0.18272915,0.8907667,-0.82125384,-3.2015042,-2.0546808,-1.0135025,-0.7732557,-0.67631626,0.47601604,1.1400745,-1.294797,0.53901243,-0.1548426,-1.6270165,4.591565,-2.2018456,-1.8163561,0.59430116,-1.8840357,-3.1016135,0.3853747,-2.6796339,-2.3594286,0.15791461,-0.6516906,1.9100494,-1.3791884,2.148128,-0.4111612,0.060606472
4,-2.083271,-0.1664634,2.1868448,0.29058918,-3.6321907,-2.4515264,-5.254928,-3.2010074,1.9438025,-1.7426612,-2.3607235,4.4991226,-2.0329478,0.71054745,-1.4134037,0.21460271,0.42366797,-1.5927874,-0.5640872,0.74075645,-1.797201,-2.5727654,-3.9400504,-1.3105791,-0.58214986,0.6809138,0.67970586,-3.666442,-0.109382994,1.1450871,-3.0915797,-2.0163796,1.1680229,2.1803575,-2.7331014,-0.29538545,-0.07985431,-2.299744,-4.3149204,-1.5982656,-0.8794706,-0.52862155,-0.061094925,-0.9110927,3.5282948,-1.9081111,-0.15028228,0.58961385,-2.707641,0.6776995,-1.2715677,-0.15261771,-1.0099319,-0.33743098,-0.7798484,1.4865094,-3.109944,-1.0961046,-2.3551345,1.7300465,-1.1486989,0.7850575,-4.0179696,0.08205545,-1.7163751,1.5392904,-3.7776382,-3.692202,-2.7501633,1.6644961,2.235029,-0.4389833,-1.0699971,3.2293591,0.09941785,-2.173754,-0.37560585,2.5682948,2.931845,-1.5374309,0.27417603,-2.8665211,1.2565295,-3.4660318,-0.6755392,-0.4524713,1.1461816,-5.64905,0.71617836,-1.0732453,-3.7142792,-0.29693902,-2.5525508,1.0658073,-0.3407471,-1.5226201,-1.1542277,0.60566956,-0.5512977,-0.32439417,1.0041193,2.7555647,0.9256242,0.5692559,-2.2169685,1.6658056,-1.9347658,1.0015162,1.170669,-0.5858729,-2.0957725,1.0598656,2.6471238,-2.5602887,-1.2365218,-1.8233464,-1.0234641,-0.85451657,-1.0243727,0.52262205,0.2856856,1.9853069,0.3777615,-0.6965629,-0.35254204,0.7180061,3.5998485,0.5752558
5,-2.1505277,3.4105146,-2.460359,4.996162,-3.8902647,-2.522488,-5.540482,-2.1001363,6.0544024,-3.7517333,2.9321117,6.042037,-2.0703962,-7.782862,-0.28195965,-1.3938683,6.140236,3.9303877,-2.8146086,0.39477602,-2.9310393,-4.077907,-4.227451,-4.523985,-1.4772937,7.621445,4.5152316,-1.9607252,-1.2013866,-3.6007733,-7.3894806,-1.1814581,-6.5699887,-0.4862866,-1.6403496,6.4843664,3.1596355,2.6055074,5.779015,1.1566323,2.783115,2.8459864,-1.9771837,-0.92706,-0.15581082,-0.7989256,-3.7333295,5.5051837,1.3708292,-5.8143053,-1.4184252,0.38653135,5.390635,3.6557286,5.4269915,-1.5548927,-5.7219496,-1.2049642,-0.089532614,-1.4031595,-0.54513115,-4.0819054,-1.2525784,-1.7781053,-7.1563044,-1.3597506,3.1982987,-10.0157175,-5.43387,-2.5750508,4.7542243,-3.9642525,-7.8553624,-1.9988148,-0.45377728,2.423351,0.41487548,-2.1875129,0.7786127,4.876079,-0.67370546,-5.146016,1.634772,-3.2900934,-6.617536,4.8681574,-1.1619966,-0.37226954,-3.2657144,-5.7836947,-3.4715788,-2.3793066,0.20315544,-7.111033,-0.9463624,-5.1053214,-7.766166,-11.407852,1.5112648,-3.2157176,-2.958878,-1.3122038,2.225928,10.014486,0.61245006,-1.2685069,-0.7635481,-2.471017,0.8713996,1.8611639,0.6304903,6.218748,-5.754676,-3.1140773,1.6409907,-0.054500893,6.872413,6.1461315,-2.6484141,0.7567915,0.086023614,-4.4932356,-4.1004834,1.7489588,-3.7732615,-1.6214577,4.961379,-5.061251
6,0.45869204,-2.3685784,0.4469731,-0.18195598,0.43053076,-1.7973652,0.08592929,1.344703,0.6859027,-1.0116162,-0.09807922,2.490228,0.89194524,-1.2151406,-0.8854354,-0.32584617,1.072197,-0.7607664,-0.4557514,-0.8346077,-2.9253173,1.3981545,-0.43585178,-1.7901096,-1.5153278,1.4017274,0.008465059,-0.031096837,-0.35520336,0.4336646,-0.81780386,-1.9761418,1.9389257,-1.7614062,-1.1895689,-0.509952,0.036071554,-0.8947286,-1.733305,-3.636052,-0.9026914,-1.1176085,0.6364708,-1.5939977,-0.6292951,0.66822946,0.91319764,-1.0613142,-0.65914714,-0.4711344,-2.4825656,-0.71985286,-0.79382503,0.6891756,-2.3715913,3.6104612,-1.4723556,-2.2997286,0.27505174,0.10727938,-0.78885645,-0.122552104,-1.2923594,-0.9592825,0.79056185,0.78687817,-2.0667174,-0.60888493,-0.74872214,1.5642556,-2.2824807,-1.167609,0.79604274,2.6549792,-1.3786508,-1.1921496,-2.4807348,1.2088237,-1.6969594,-0.81756264,0.13591751,1.0981444,0.91731024,1.4967949,-0.8768826,-1.2875891,-0.59014916,-1.915766,-1.5759883,1.5370476,0.5774287,-1.6087757,-1.2989551,2.189815,-3.1570256,-1.6546228,0.4377437,0.8656444,-2.68084,0.031742055,-1.280215,-0.95642066,-1.379544,1.0487753,-2.5957825,-0.6563858,-0.6700654,-0.5972829,-0.92913634,-0.9287204,-3.4580235,-3.045459,1.343778,-0.37656027,-0.65388775,-1.613652,0.3827551,-1.1630336,1.8608274,-1.4687686,0.28355855,1.3809115,-0.9386312,2.601154,1.0050316,3.3584085,-2.6557977,0.40803173
7,-0.17614545,-0.027130034,0.53233594,1.6462749,-2.098801,0.6197639,2.1468706,-0.43115973,0.49111965,1.1747453,-0.8227857,-2.4249823,2.1330354,4.887907,-1.6191688,-0.42426127,0.7206771,0.68213844,1.9408014,-1.230998,1.2780327,2.9809065,2.8987665,-1.4957664,-0.14761466,0.4839993,0.86360687,0.40909684,-0.501965,0.8242532,1.5321729,-1.4078944,-1.0178604,-2.0919974,0.21685015,-0.928807,-0.62026775,-0.3294962,-0.19537403,-3.8799343,-0.86959285,-0.6244272,1.1421164,0.20933099,-1.4642127,-0.7608124,2.9312236,0.04301442,-1.5077738,2.647584,-1.3633991,-1.4168736,-1.7396274,0.5730908,-0.7987067,1.1742717,-0.26346815,-1.5903692,-2.0890694,-0.56345946,-1.3334364,2.979902,0.81344765,-0.83388895,-0.83705145,0.13873222,-0.9901197,0.40832588,3.1109858,-2.404444,-2.3741865,1.0111973,1.2287384,-1.771234,-1.5051394,-2.6390228,-2.5496829,-2.9157138,-1.4627453,0.727792,2.6460354,-1.2053348,1.5438071,0.16688813,-0.38836426,-1.3529654,1.8069379,-1.5077951,0.3558447,1.0765715,-0.7693686,-0.39845267,-1.8733722,-0.16372392,0.912073,-0.16856042,0.14924935,2.467567,-1.7207832,-0.9230411,-0.16523045,1.5803386,-0.8887157,-1.8578655,-0.4653766,0.3207233,-0.64030117,1.1504846,-0.67773765,-1.6667235,-0.34114173,-4.465875,-1.0649664,0.30668056,-0.47676107,-3.0877225,-0.38341242,-1.5411409,2.0385687,-0.6138521,-1.3719692,4.6062903,0.30066353,-1.3097335,-1.9188983,4.9567695,-2.1441028,-0.003927117
8,2.2541993,-0.6250648,2.4006774,0.31626347,1.7611045,-0.24387449,0.24758555,-0.8292972,1.5046664,-0.6795703,-1.5478863,-0.40665326,1.3329116,2.0465624,3.4952598,-0.394093,1.2832232,-0.36531585,2.037442,-1.0326414,-0.5510123,3.2533054,0.15895835,-0.48653197,0.06632566,0.15082464,0.7758532,1.7058394,-1.7753527,0.71806073,2.549199,-0.5153185,2.226552,-0.6196082,0.91580606,-0.53541267,-0.18120708,0.8587103,-0.70410824,-1.3043233,-1.2461743,-0.46676722,0.89856845,2.4653108,1.9037365,1.5277709,1.5224754,-0.14599313,2.131757,1.5726908,-0.31324,-1.1189213,-0.2721199,2.4728317,-3.0356913,1.0670189,-0.92567384,-1.9293224,0.91755086,-2.613468,1.2463093,1.1957356,-1.4399813,3.2931173,1.4895233,2.6676211,2.4823804,-1.5244466,-0.021547226,-0.5228835,-3.1619635,-0.5509557,0.266234,0.17787984,1.7766495,-1.5188338,-0.94420457,-0.3978546,-0.34164292,0.52353185,-1.9435078,-0.08888135,3.1709967,0.91260386,0.93741024,-0.60930395,-1.600885,-0.6396721,-0.7379422,0.37306035,0.44304395,-0.36704344,-3.0999284,3.255059,0.680063,-0.85866827,2.9756932,2.8563209,-2.3045166,3.1088514,0.9679289,-0.8801663,-2.8746543,0.08442692,0.33709022,0.092113204,-0.89709705,0.9224978,-1.097247,-0.07816622,-1.5495259,-2.989941,-0.15804058,1.002386,-0.9705293,-3.3181918,1.2352567,-0.08319346,3.0997915,0.09669676,-0.7499228,4.270876,-1.8044183,-0.093218535,-0.14563824,1.5833597,-2.0858324,1.0229894
9,-0.8973318,-2.223171,2.3880281,-0.32310328,-0.64175445,-1.6578537,0.24940605,-2.633794,-0.48117724,-1.0022497,0.43080813,0.97616416,0.35244644,4.119902,0.523109,-1.0781698,0.30913293,-0.8525517,-0.042286348,-0.17077944,-0.3366215,-0.002582638,-2.7434607,-1.668118,-2.3910847,-1.2057682,-0.86511636,-1.7254018,-1.0370239,3.4549613,1.419015,-3.6634235,1.8817295,0.8726058,-1.6325274,-1.5976504,2.4896712,-2.3679276,-0.80147946,-1.7986602,-1.1796331,-0.92927074,-1.1173118,-1.3327924,1.071781,-2.3094563,0.22711767,-1.4901686,-3.3302605,3.820824,-1.4988171,-0.2948652,-2.8021994,1.6326834,-2.093311,4.2199826,-1.6128465,-3.0843675,-0.41994306,-1.9855235,-0.46426255,2.0402539,-2.2887056,-0.9358053,-1.0732673,-0.96928495,-0.9941278,-1.0908974,0.42780098,-0.5815721,-0.6256471,-0.63924295,-0.28206852,0.59913373,0.18820603,-1.1965508,-0.3287651,-0.08880219,-0.2942346,-3.100473,-0.36953834,0.23838069,-1.135731,-2.543541,-1.6623998,-0.89814836,-0.63648474,-0.8249292,1.1801292,0.33749336,-2.4172387,-0.015505005,-1.1521412,1.0297265,-0.42988756,-0.9569587,1.4431511,7.3145576,0.4704441,0.36490026,1.2107135,1.4558016,-0.6316765,-2.966505,-2.3299847,-1.0523058,-0.55719537,-0.2889216,-1.2759302,-1.7515335,-0.35381767,-1.117145,0.40802014,2.008589,0.2789407,-0.011874871,0.4068156,-0.7395187,1.2215807,0.72843623,-1.4414103,2.5670528,-0.53589416,-0.3085433,-0.9733487,2.150417,0.5498518,-1.8829088
